titles,urls,ratings,n_favs,genres,authors
Jishou Akuyaku Reijou na Tsuma no Kansatsu Kiroku.,https://myanimelist.net/manga/146333/Jishou_Akuyaku_Reijou_na_Tsuma_no_Kansatsu_Kiroku,7.3,,[],[]
Kouguu no Omega,https://myanimelist.net/manga/146579/Kouguu_no_Omega,7.3,,[],[]
Act Like You Love Me!,https://myanimelist.net/manga/147273/Act_Like_You_Love_Me,7.3,,[],[]
Dream Away,https://myanimelist.net/manga/147431/Dream_Away,7.3,,[],[]
The Girl Downstairs,https://myanimelist.net/manga/147957/The_Girl_Downstairs,7.3,,[],[]
Rumor Has It,https://myanimelist.net/manga/148559/Rumor_Has_It,7.3,,[],[]
Youchien Wars,https://myanimelist.net/manga/151604/Youchien_Wars,7.3,,[],[]
Saihate no Tomodachi,https://myanimelist.net/manga/154455/Saihate_no_Tomodachi,7.3,,[],[]
Outbreak Company: Moeru Shinryakusha,https://myanimelist.net/manga/54983/Outbreak_Company__Moeru_Shinryakusha,7.3,,[],[]
Hundred,https://myanimelist.net/manga/56249/Hundred,7.3,,[],[]
Kingdom - Soushuuhen,https://myanimelist.net/manga/56681/Kingdom_-_Soushuuhen,7.3,,[],[]
Yowamushi Pedal: Spare Bike,https://myanimelist.net/manga/59987/Yowamushi_Pedal__Spare_Bike,7.3,,[],[]
Xu Ge Yuan Ba! Da Xi,https://myanimelist.net/manga/61941/Xu_Ge_Yuan_Ba_Da_Xi,7.3,,[],[]
Kaze ga Tsuyoku Fuiteiru,https://myanimelist.net/manga/66241/Kaze_ga_Tsuyoku_Fuiteiru,7.3,,[],[]
Shiyakusho,https://myanimelist.net/manga/71699/Shiyakusho,7.3,,[],[]
Henshin Ganbou!,https://myanimelist.net/manga/78773/Henshin_Ganbou,7.3,,[],[]
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,https://myanimelist.net/manga/83225/Isekai_Maou_to_Shoukan_Shoujo_no_Dorei_Majutsu,7.3,,[],[]
Kodomo wa Wakatte Agenai,https://myanimelist.net/manga/83481/Kodomo_wa_Wakatte_Agenai,7.3,,[],[]
Choueki 339-nen,https://myanimelist.net/manga/86229/Choueki_339-nen,7.3,,[],[]
One Piece Party,https://myanimelist.net/manga/86972/One_Piece_Party,7.3,,[],[]
"Tadaima, Okaeri dj - Oni Taiji!",https://myanimelist.net/manga/109830/Tadaima_Okaeri_dj_-_Oni_Taiji,7.3,,[],[]
Mejirobana no Saku,https://myanimelist.net/manga/110560/Mejirobana_no_Saku,7.3,,[],[]
Seijo no Maryoku wa Bannou desu,https://myanimelist.net/manga/111628/Seijo_no_Maryoku_wa_Bannou_desu,7.3,,[],[]
Oukyuu no Trinity,https://myanimelist.net/manga/112224/Oukyuu_no_Trinity,7.3,,[],[]
Cotton Candy,https://myanimelist.net/manga/112390/Cotton_Candy,7.3,,[],[]
Youjo Senki Shokudou,https://myanimelist.net/manga/114586/Youjo_Senki_Shokudou,7.3,,[],[]
Baikoku Kikan,https://myanimelist.net/manga/114976/Baikoku_Kikan,7.3,,[],[]
My Darling Signed In,https://myanimelist.net/manga/119435/My_Darling_Signed_In,7.3,,[],[]
"Ashita, Watashi wa Dareka no Kanojo",https://myanimelist.net/manga/125507/Ashita_Watashi_wa_Dareka_no_Kanojo,7.3,,[],[]
"""Toutosugite Yomenaaaaaaai!!"" 4P Short Stories",https://myanimelist.net/manga/126151/Toutosugite_Yomenaaaaaaai_4P_Short_Stories,7.3,,[],[]
Nomi x Shiba,https://myanimelist.net/manga/127431/Nomi_x_Shiba,7.3,,[],[]
Made in Abyss: Koushiki Anthology,https://myanimelist.net/manga/130512/Made_in_Abyss__Koushiki_Anthology,7.3,,[],[]
Kao dake ja Suki ni Narimasen,https://myanimelist.net/manga/132949/Kao_dake_ja_Suki_ni_Narimasen,7.3,,[],[]
Juujin-san to Ohana-chan,https://myanimelist.net/manga/133293/Juujin-san_to_Ohana-chan,7.3,,[],[]
Daifuku-chan to Ouji-sama,https://myanimelist.net/manga/133776/Daifuku-chan_to_Ouji-sama,7.3,,[],[]
Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,https://myanimelist.net/manga/134932/Isekai_Mokushiroku_Mynoghra__Hametsu_no_Bunmei_de_Hajimeru_Sekai_Seifuku,7.3,,[],[]
Shiosai no Majo,https://myanimelist.net/manga/135392/Shiosai_no_Majo,7.3,,[],[]
Genshin Comic Anthology,https://myanimelist.net/manga/138079/Genshin_Comic_Anthology,7.3,,[],[]
Bambino! Secondo,https://myanimelist.net/manga/19008/Bambino_Secondo,7.3,,[],[]
Momo Raba,https://myanimelist.net/manga/19269/Momo_Raba,7.3,,[],[]
I Will Be Cinderella,https://myanimelist.net/manga/19334/I_Will_Be_Cinderella,7.3,,[],[]
Eve no Jikan,https://myanimelist.net/manga/19478/Eve_no_Jikan,7.3,,[],[]
Kud Wafter,https://myanimelist.net/manga/20357/Kud_Wafter,7.3,,[],[]
Gokicha,https://myanimelist.net/manga/22597/Gokicha,7.3,,[],[]
IS: Infinite Stratos,https://myanimelist.net/manga/23881/IS__Infinite_Stratos,7.3,,[],[]
Bokura no Himitsu wo Kyouyuu Shiyou ka,https://myanimelist.net/manga/24550/Bokura_no_Himitsu_wo_Kyouyuu_Shiyou_ka,7.3,,[],[]
Aoharu x Kikanjuu,https://myanimelist.net/manga/28621/Aoharu_x_Kikanjuu,7.3,,[],[]
Sai x Ai,https://myanimelist.net/manga/31477/Sai_x_Ai,7.3,,[],[]
Strike Witches: Katayoku no Majo-tachi,https://myanimelist.net/manga/32259/Strike_Witches__Katayoku_no_Majo-tachi,7.3,,[],[]
Hagure Yuusha no Aesthetica,https://myanimelist.net/manga/32445/Hagure_Yuusha_no_Aesthetica,7.3,,[],[]
Montage,https://myanimelist.net/manga/33083/Montage,7.3,,[],[]
Sugar Dark: Umerareta Yami to Shoujo,https://myanimelist.net/manga/36073/Sugar_Dark__Umerareta_Yami_to_Shoujo,7.3,,[],[]
Cocoon,https://myanimelist.net/manga/36595/Cocoon,7.3,,[],[]
Devil Survivor,https://myanimelist.net/manga/37525/Devil_Survivor,7.3,,[],[]
Persona 4 The Magician,https://myanimelist.net/manga/43427/Persona_4_The_Magician,7.3,,[],[]
Shuuen no Shiori,https://myanimelist.net/manga/46714/Shuuen_no_Shiori,7.3,,[],[]
Kedamono Kareshi,https://myanimelist.net/manga/46738/Kedamono_Kareshi,7.3,,[],[]
Kijitora Neko no Koume-san,https://myanimelist.net/manga/48387/Kijitora_Neko_no_Koume-san,7.3,,[],[]
Soul Catcher(S),https://myanimelist.net/manga/51563/Soul_CatcherS,7.3,,[],[]
Sekai de Ichiban Warui Majo,https://myanimelist.net/manga/89247/Sekai_de_Ichiban_Warui_Majo,7.3,,[],[]
Kindaichi Shounen no Jikenbo: 20-shuunen Kinen Series,https://myanimelist.net/manga/90585/Kindaichi_Shounen_no_Jikenbo__20-shuunen_Kinen_Series,7.3,,[],[]
Tenohira Size.,https://myanimelist.net/manga/92737/Tenohira_Size,7.3,,[],[]
Tonari no Kyuuketsuki-san,https://myanimelist.net/manga/93269/Tonari_no_Kyuuketsuki-san,7.3,,[],[]
Ubau Mono Ubawareru Mono,https://myanimelist.net/manga/94518/Ubau_Mono_Ubawareru_Mono,7.3,,[],[]
Ensemble Stars!,https://myanimelist.net/manga/95757/Ensemble_Stars,7.3,,[],[]
Kitto Aishiteshimaunda.,https://myanimelist.net/manga/95766/Kitto_Aishiteshimaunda,7.3,,[],[]
Knight's & Magic,https://myanimelist.net/manga/98174/Knights___Magic,7.3,,[],[]
Rikei ga Koi ni Ochita no de Shoumei shitemita.,https://myanimelist.net/manga/99528/Rikei_ga_Koi_ni_Ochita_no_de_Shoumei_shitemita,7.3,,[],[]
Isekai no Shikisai,https://myanimelist.net/manga/102161/Isekai_no_Shikisai,7.3,,[],[]
Trinity Seven-san,https://myanimelist.net/manga/104330/Trinity_Seven-san,7.3,,[],[]
Mado kara Madoka-chan,https://myanimelist.net/manga/105436/Mado_kara_Madoka-chan,7.3,,[],[]
Mahoutsukai Precure!,https://myanimelist.net/manga/106725/Mahoutsukai_Precure,7.3,,[],[]
Yari no Yuusha no Yarinaoshi,https://myanimelist.net/manga/108167/Yari_no_Yuusha_no_Yarinaoshi,7.3,,[],[]
Oounabara to Wadanohara,https://myanimelist.net/manga/92364/Oounabara_to_Wadanohara,7.29,,[],[]
Sword Art Online Alternative: Gun Gale Online,https://myanimelist.net/manga/92625/Sword_Art_Online_Alternative__Gun_Gale_Online,7.29,,[],[]
Eyeshield 21,https://myanimelist.net/manga/93595/Eyeshield_21,7.29,,[],[]
Kyuusai no Hi,https://myanimelist.net/manga/94022/Kyuusai_no_Hi,7.29,,[],[]
Goshujinsama to Watashi,https://myanimelist.net/manga/95537/Goshujinsama_to_Watashi,7.29,,[],[]
Mahouka Koukou no Rettousei SS,https://myanimelist.net/manga/98583/Mahouka_Koukou_no_Rettousei_SS,7.29,,[],[]
Kuro no Shoukanshi,https://myanimelist.net/manga/99059/Kuro_no_Shoukanshi,7.29,,[],[]
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,https://myanimelist.net/manga/99627/Jidou_Hanbaiki_ni_Umarekawatta_Ore_wa_Meikyuu_wo_Samayou,7.29,,[],[]
"Kimi wa, Ore ga Suki da tte Ittara Donna Kao suru darou.",https://myanimelist.net/manga/100418/Kimi_wa_Ore_ga_Suki_da_tte_Ittara_Donna_Kao_suru_darou,7.29,,[],[]
Dumbbell Nan Kilo Moteru?,https://myanimelist.net/manga/100539/Dumbbell_Nan_Kilo_Moteru,7.29,,[],[]
Kimi ga Shinu Natsu ni,https://myanimelist.net/manga/104863/Kimi_ga_Shinu_Natsu_ni,7.29,,[],[]
ChäoS;Child: Children's Collapse,https://myanimelist.net/manga/105722/ChäoS_Child__Childrens_Collapse,7.29,,[],[]
Moekare wa Orange-iro,https://myanimelist.net/manga/105964/Moekare_wa_Orange-iro,7.29,,[],[]
Meshinuma.,https://myanimelist.net/manga/106074/Meshinuma,7.29,,[],[]
Scarlet Order: Dance in the Vampire Bund 2,https://myanimelist.net/manga/61185/Scarlet_Order__Dance_in_the_Vampire_Bund_2,7.29,,[],[]
Tsuyokute New Saga,https://myanimelist.net/manga/74287/Tsuyokute_New_Saga,7.29,,[],[]
Naruto Jinraiden: Okami no Naku Hi,https://myanimelist.net/manga/87714/Naruto_Jinraiden__Okami_no_Naku_Hi,7.29,,[],[]
Yu☆Gi☆Oh!,https://myanimelist.net/manga/88084/Yu☆Gi☆Oh,7.29,,[],[]
Sore wo Koigokoro to Yobu no nara,https://myanimelist.net/manga/88235/Sore_wo_Koigokoro_to_Yobu_no_nara,7.29,,[],[]
Frau Faust,https://myanimelist.net/manga/88427/Frau_Faust,7.29,,[],[]
.hack//G.U.+,https://myanimelist.net/manga/116/hack__GU_,7.29,,[],[]
Kimi ni shika Kikoenai,https://myanimelist.net/manga/163/Kimi_ni_shika_Kikoenai,7.29,,[],[]
Kindan no Koi wo Shiyou,https://myanimelist.net/manga/187/Kindan_no_Koi_wo_Shiyou,7.29,,[],[]
Gravitation: The Novel,https://myanimelist.net/manga/334/Gravitation__The_Novel,7.29,,[],[]
Mamotte! Lollipop,https://myanimelist.net/manga/414/Mamotte_Lollipop,7.29,,[],[]
Neck and Neck,https://myanimelist.net/manga/461/Neck_and_Neck,7.29,,[],[]
Atashi wa Bambi,https://myanimelist.net/manga/686/Atashi_wa_Bambi,7.29,,[],[]
Punch!,https://myanimelist.net/manga/788/Punch,7.29,,[],[]
Moon Boy,https://myanimelist.net/manga/876/Moon_Boy,7.29,,[],[]
Karasuma Kyouko no Jikenbo,https://myanimelist.net/manga/1082/Karasuma_Kyouko_no_Jikenbo,7.29,,[],[]
Doumu,https://myanimelist.net/manga/1215/Doumu,7.29,,[],[]
Fight no Akatsuki,https://myanimelist.net/manga/1511/Fight_no_Akatsuki,7.29,,[],[]
Lodoss-tou Senki: Eiyuu Kishi Den,https://myanimelist.net/manga/1619/Lodoss-tou_Senki__Eiyuu_Kishi_Den,7.29,,[],[]
D-ash,https://myanimelist.net/manga/1640/D-ash,7.29,,[],[]
Dororo,https://myanimelist.net/manga/1658/Dororo,7.29,,[],[]
Ribbon no Kishi,https://myanimelist.net/manga/1676/Ribbon_no_Kishi,7.29,,[],[]
Di[e]ce,https://myanimelist.net/manga/3712/Diece,7.29,,[],[]
Hotaru no Hikari,https://myanimelist.net/manga/4270/Hotaru_no_Hikari,7.29,,[],[]
Aflame Inferno,https://myanimelist.net/manga/4344/Aflame_Inferno,7.29,,[],[]
W-Pinch!!,https://myanimelist.net/manga/4354/W-Pinch,7.29,,[],[]
Rappi Rangai,https://myanimelist.net/manga/4613/Rappi_Rangai,7.29,,[],[]
Honey Crush,https://myanimelist.net/manga/5587/Honey_Crush,7.29,,[],[]
Rocket Man,https://myanimelist.net/manga/6238/Rocket_Man,7.29,,[],[]
The Moment When a Fox Becomes a Wolf,https://myanimelist.net/manga/6962/The_Moment_When_a_Fox_Becomes_a_Wolf,7.29,,[],[]
Dou Danjo!?,https://myanimelist.net/manga/7402/Dou_Danjo,7.29,,[],[]
Daddy Long Legs,https://myanimelist.net/manga/7543/Daddy_Long_Legs,7.29,,[],[]
Butterfly Kiss,https://myanimelist.net/manga/8053/Butterfly_Kiss,7.29,,[],[]
unCassandra,https://myanimelist.net/manga/8885/unCassandra,7.29,,[],[]
Iinchou no Himegoto,https://myanimelist.net/manga/10255/Iinchou_no_Himegoto,7.29,,[],[]
Hoshi no Furu Machi,https://myanimelist.net/manga/12284/Hoshi_no_Furu_Machi,7.29,,[],[]
Shurayuki-hime: Fukkatsu no Shou,https://myanimelist.net/manga/12856/Shurayuki-hime__Fukkatsu_no_Shou,7.29,,[],[]
Omamori no Kamisama,https://myanimelist.net/manga/14939/Omamori_no_Kamisama,7.29,,[],[]
The Crater,https://myanimelist.net/manga/15516/The_Crater,7.29,,[],[]
Sekai no Hate de Aimashou,https://myanimelist.net/manga/15553/Sekai_no_Hate_de_Aimashou,7.29,,[],[]
Hatsukoi Lunch Box,https://myanimelist.net/manga/17018/Hatsukoi_Lunch_Box,7.29,,[],[]
Watashi no Oyome-kun,https://myanimelist.net/manga/139073/Watashi_no_Oyome-kun,7.29,,[],[]
My Gently Raised Beast,https://myanimelist.net/manga/143627/My_Gently_Raised_Beast,7.29,,[],[]
Honya no Yagi-kun,https://myanimelist.net/manga/144556/Honya_no_Yagi-kun,7.29,,[],[]
Parallel City,https://myanimelist.net/manga/147271/Parallel_City,7.29,,[],[]
FFF-Class Trashero,https://myanimelist.net/manga/147463/FFF-Class_Trashero,7.29,,[],[]
The Legendary Moonlight Sculptor,https://myanimelist.net/manga/147536/The_Legendary_Moonlight_Sculptor,7.29,,[],[]
I Was Tricked Into This Fake Marriage!,https://myanimelist.net/manga/147771/I_Was_Tricked_Into_This_Fake_Marriage,7.29,,[],[]
Master Villainess the Invincible!,https://myanimelist.net/manga/147820/Master_Villainess_the_Invincible,7.29,,[],[]
I Stan the Prince,https://myanimelist.net/manga/147822/I_Stan_the_Prince,7.29,,[],[]
No Longer a Heroine!,https://myanimelist.net/manga/147987/No_Longer_a_Heroine,7.29,,[],[]
Karina's Last Days,https://myanimelist.net/manga/148268/Karinas_Last_Days,7.29,,[],[]
Touch My Little Brother and You're Dead,https://myanimelist.net/manga/148534/Touch_My_Little_Brother_and_Youre_Dead,7.29,,[],[]
The Story of a Low-Rank Soldier Becoming a Monarch,https://myanimelist.net/manga/148615/The_Story_of_a_Low-Rank_Soldier_Becoming_a_Monarch,7.29,,[],[]
I Became the Despised Granddaughter of the Powerful Martial Arts Family,https://myanimelist.net/manga/155284/I_Became_the_Despised_Granddaughter_of_the_Powerful_Martial_Arts_Family,7.29,,[],[]
Lonely Girl ni Sakaraenai dj - Kekkyoku Sonna Kimi ga Suki,https://myanimelist.net/manga/157581/Lonely_Girl_ni_Sakaraenai_dj_-_Kekkyoku_Sonna_Kimi_ga_Suki,7.29,,[],[]
Hagoromo Mishin,https://myanimelist.net/manga/18321/Hagoromo_Mishin,7.29,,[],[]
Fu-fu,https://myanimelist.net/manga/19224/Fu-fu,7.29,,[],[]
Maji de Watashi ni Koi Shinasai!,https://myanimelist.net/manga/20599/Maji_de_Watashi_ni_Koi_Shinasai,7.29,,[],[]
Seishun Walker,https://myanimelist.net/manga/22709/Seishun_Walker,7.29,,[],[]
Psyren: Another Call,https://myanimelist.net/manga/23332/Psyren__Another_Call,7.29,,[],[]
Scarlet Palace,https://myanimelist.net/manga/23768/Scarlet_Palace,7.29,,[],[]
Yuurei Apartment Kanrinin,https://myanimelist.net/manga/24592/Yuurei_Apartment_Kanrinin,7.29,,[],[]
Aoi Honoo,https://myanimelist.net/manga/25292/Aoi_Honoo,7.29,,[],[]
Hanasaku Iroha,https://myanimelist.net/manga/25408/Hanasaku_Iroha,7.29,,[],[]
Not Lives,https://myanimelist.net/manga/26566/Not_Lives,7.29,,[],[]
Koukaku Kidoutai: Stand Alone Complex,https://myanimelist.net/manga/31935/Koukaku_Kidoutai__Stand_Alone_Complex,7.29,,[],[]
Tiger & Bunny The Comic,https://myanimelist.net/manga/32297/Tiger___Bunny_The_Comic,7.29,,[],[]
Seireitsukai no Blade Dance,https://myanimelist.net/manga/32939/Seireitsukai_no_Blade_Dance,7.29,,[],[]
"Omae wo Otaku ni Shiteyaru kara, Ore wo Riajuu ni Shitekure!",https://myanimelist.net/manga/40187/Omae_wo_Otaku_ni_Shiteyaru_kara_Ore_wo_Riajuu_ni_Shitekure,7.29,,[],[]
Natsuyasumi 00-nichime,https://myanimelist.net/manga/40475/Natsuyasumi_00-nichime,7.29,,[],[]
Renai Boukun,https://myanimelist.net/manga/41949/Renai_Boukun,7.29,,[],[]
Koukyuu Days,https://myanimelist.net/manga/44539/Koukyuu_Days,7.29,,[],[]
"Soshite, Hare ni Naru",https://myanimelist.net/manga/45179/Soshite_Hare_ni_Naru,7.29,,[],[]
Wet Moon,https://myanimelist.net/manga/47921/Wet_Moon,7.29,,[],[]
Watashi no Tomodachi ga Motenai no wa Dou Kangaetemo Omaera ga Warui.,https://myanimelist.net/manga/48661/Watashi_no_Tomodachi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui,7.29,,[],[]
Hal,https://myanimelist.net/manga/49611/Hal,7.29,,[],[]
Dangan Honey,https://myanimelist.net/manga/49639/Dangan_Honey,7.29,,[],[]
Arslan Senki,https://myanimelist.net/manga/51235/Arslan_Senki,7.29,,[],[]
Sora yori mo Tooi Basho,https://myanimelist.net/manga/111262/Sora_yori_mo_Tooi_Basho,7.29,,[],[]
Oinari JK Tamamo-chan!,https://myanimelist.net/manga/111292/Oinari_JK_Tamamo-chan,7.29,,[],[]
Lan Chi,https://myanimelist.net/manga/111720/Lan_Chi,7.29,,[],[]
Watashitachi wa Koi wo Shiranai,https://myanimelist.net/manga/112261/Watashitachi_wa_Koi_wo_Shiranai,7.29,,[],[]
Genderless Danshi ni Aisareteimasu.,https://myanimelist.net/manga/113782/Genderless_Danshi_ni_Aisareteimasu,7.29,,[],[]
Kono Subarashii Sekai ni Shukufuku wo! Megumin Anthology,https://myanimelist.net/manga/114219/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Megumin_Anthology,7.29,,[],[]
Boushoku no Berserk: Ore dake Level to Iu Gainen wo Toppa suru,https://myanimelist.net/manga/115165/Boushoku_no_Berserk__Ore_dake_Level_to_Iu_Gainen_wo_Toppa_suru,7.29,,[],[]
Shishunki Renaissance! David-kun,https://myanimelist.net/manga/115522/Shishunki_Renaissance_David-kun,7.29,,[],[]
Wu Dong Qian Kun,https://myanimelist.net/manga/116897/Wu_Dong_Qian_Kun,7.29,,[],[]
Futari de Koi wo Suru Riyuu,https://myanimelist.net/manga/117528/Futari_de_Koi_wo_Suru_Riyuu,7.29,,[],[]
Uchi no Shishou wa Shippo ga Nai,https://myanimelist.net/manga/117988/Uchi_no_Shishou_wa_Shippo_ga_Nai,7.29,,[],[]
Akuma-san to Outa,https://myanimelist.net/manga/122513/Akuma-san_to_Outa,7.29,,[],[]
Suicide Boy,https://myanimelist.net/manga/124272/Suicide_Boy,7.29,,[],[]
Koi ga Fuufu ni Naru Mae ni,https://myanimelist.net/manga/125556/Koi_ga_Fuufu_ni_Naru_Mae_ni,7.29,,[],[]
Ameagari no Bokura ni Tsuite,https://myanimelist.net/manga/125724/Ameagari_no_Bokura_ni_Tsuite,7.29,,[],[]
Hoshikuzu Telepath,https://myanimelist.net/manga/127231/Hoshikuzu_Telepath,7.29,,[],[]
Kijima-san to Yamada-san,https://myanimelist.net/manga/127479/Kijima-san_to_Yamada-san,7.29,,[],[]
Yakimochi wa Kitsuneiro,https://myanimelist.net/manga/127719/Yakimochi_wa_Kitsuneiro,7.29,,[],[]
Jiisan Baasan Wakagaeru,https://myanimelist.net/manga/127860/Jiisan_Baasan_Wakagaeru,7.29,,[],[]
Kai Byoui Ramune,https://myanimelist.net/manga/129659/Kai_Byoui_Ramune,7.29,,[],[]
Choujin X,https://myanimelist.net/manga/131403/Choujin_X,7.29,,[],[]
Sentai Daishikkaku,https://myanimelist.net/manga/132129/Sentai_Daishikkaku,7.29,,[],[]
Murazukuri Game no NPC ga Namami no Ningen to shika Omoenai,https://myanimelist.net/manga/134261/Murazukuri_Game_no_NPC_ga_Namami_no_Ningen_to_shika_Omoenai,7.29,,[],[]
Seikyouiku 120%,https://myanimelist.net/manga/136996/Seikyouiku_120,7.29,,[],[]
Shuukan Shounen Hachi,https://myanimelist.net/manga/111834/Shuukan_Shounen_Hachi,7.28,,[],[]
Karekore Kirakira Machi,https://myanimelist.net/manga/115930/Karekore_Kirakira_Machi,7.28,,[],[]
Tabi to Gohan to Shuumatsu Sekai,https://myanimelist.net/manga/116671/Tabi_to_Gohan_to_Shuumatsu_Sekai,7.28,,[],[]
Lessa,https://myanimelist.net/manga/118788/Lessa,7.28,,[],[]
Fire Emblem Heroes: Eiyuu-tachi no Nichijou,https://myanimelist.net/manga/121523/Fire_Emblem_Heroes__Eiyuu-tachi_no_Nichijou,7.28,,[],[]
Tensei shitara Akari dake Slime Datta Ken,https://myanimelist.net/manga/126004/Tensei_shitara_Akari_dake_Slime_Datta_Ken,7.28,,[],[]
Uchi no Kaisha no Chiisai Senpai no Hanashi,https://myanimelist.net/manga/126161/Uchi_no_Kaisha_no_Chiisai_Senpai_no_Hanashi,7.28,,[],[]
Ii Fuufu no Hanashi,https://myanimelist.net/manga/126829/Ii_Fuufu_no_Hanashi,7.28,,[],[]
The Love Doctor,https://myanimelist.net/manga/128452/The_Love_Doctor,7.28,,[],[]
Bungou Stray Dogs Koushiki Anthology: Rin,https://myanimelist.net/manga/130326/Bungou_Stray_Dogs_Koushiki_Anthology__Rin,7.28,,[],[]
Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,https://myanimelist.net/manga/138404/Hell_Mode__Yarikomizuki_no_Gamer_wa_Hai_Settei_no_Isekai_de_Musou_suru,7.28,,[],[]
Conveni de Kimi to no 5-funkan.,https://myanimelist.net/manga/138802/Conveni_de_Kimi_to_no_5-funkan,7.28,,[],[]
Sei♥Dragon Girl,https://myanimelist.net/manga/507/Sei♥Dragon_Girl,7.28,,[],[]
Shirahimeshou,https://myanimelist.net/manga/526/Shirahimeshou,7.28,,[],[]
Apothecarius Argentum,https://myanimelist.net/manga/537/Apothecarius_Argentum,7.28,,[],[]
Tenchi Muyou! Ryououki,https://myanimelist.net/manga/855/Tenchi_Muyou_Ryououki,7.28,,[],[]
Ikinari! Full Metal Panic!,https://myanimelist.net/manga/937/Ikinari_Full_Metal_Panic,7.28,,[],[]
Doujin Work,https://myanimelist.net/manga/973/Doujin_Work,7.28,,[],[]
Saint Seiya Episode G,https://myanimelist.net/manga/1046/Saint_Seiya_Episode_G,7.28,,[],[]
Divine Melody,https://myanimelist.net/manga/1451/Divine_Melody,7.28,,[],[]
Tsuki no Ko,https://myanimelist.net/manga/1467/Tsuki_no_Ko,7.28,,[],[]
Yousai Gakuen,https://myanimelist.net/manga/1715/Yousai_Gakuen,7.28,,[],[]
Orange Planet,https://myanimelist.net/manga/1757/Orange_Planet,7.28,,[],[]
Tomodachi,https://myanimelist.net/manga/1809/Tomodachi,7.28,,[],[]
Honey Bitter,https://myanimelist.net/manga/2144/Honey_Bitter,7.28,,[],[]
Kaguya-hime,https://myanimelist.net/manga/2156/Kaguya-hime,7.28,,[],[]
Chunchu: The Genocide Fiend,https://myanimelist.net/manga/3210/Chunchu__The_Genocide_Fiend,7.28,,[],[]
Matsuri Special,https://myanimelist.net/manga/3336/Matsuri_Special,7.28,,[],[]
River's Edge,https://myanimelist.net/manga/3586/Rivers_Edge,7.28,,[],[]
Ringo Hoppe no Koi,https://myanimelist.net/manga/3775/Ringo_Hoppe_no_Koi,7.28,,[],[]
Sweet 16,https://myanimelist.net/manga/4962/Sweet_16,7.28,,[],[]
S no Yuiitsu! M no Zettai,https://myanimelist.net/manga/5076/S_no_Yuiitsu_M_no_Zettai,7.28,,[],[]
Akuma na Kare to Ikenie Tenshi,https://myanimelist.net/manga/5251/Akuma_na_Kare_to_Ikenie_Tenshi,7.28,,[],[]
"Suki, Tokoro ni yori Arashi.",https://myanimelist.net/manga/5395/Suki_Tokoro_ni_yori_Arashi,7.28,,[],[]
A to Z,https://myanimelist.net/manga/6208/A_to_Z,7.28,,[],[]
Da Capo II: Imaginary Future,https://myanimelist.net/manga/7391/Da_Capo_II__Imaginary_Future,7.28,,[],[]
Pokémon Pocket Monsters,https://myanimelist.net/manga/7570/Pokémon_Pocket_Monsters,7.28,,[],[]
Forget About Love,https://myanimelist.net/manga/7725/Forget_About_Love,7.28,,[],[]
Ojousama no Himitsu♥,https://myanimelist.net/manga/7751/Ojousama_no_Himitsu♥,7.28,,[],[]
M☆G☆Darling,https://myanimelist.net/manga/7859/M☆G☆Darling,7.28,,[],[]
Yoru Café,https://myanimelist.net/manga/8161/Yoru_Café,7.28,,[],[]
